_id,event,match,alliance,team,scout,pregame.startPosition.x,pregame.startPosition.y,pregame.preload,start,actions[0].time,actions[1].time,actions[2].time,actions[3].time,actions[4].time,actions[5].time,actions[6].time,actions[7].time,actions[8].time,actions[9].time,actions[10].time,actions[11].time,actions[12].time,actions[13].time,actions[14].time,actions[15].time,actions[16].time,actions[17].time,actions[18].time,actions[19].time,actions[20].time,actions[21].time,actions[22].time,actions[23].time,actions[24].time,actions[25].time,actions[26].time,actions[27].time,actions[28].time,actions[29].time,actions[30].time,actions[31].time,actions[32].time,actions[33].time,actions[34].time,actions[35].time,actions[36].time,actions[37].time,actions[38].time,actions[39].time,actions[40].time,actions[41].time,actions[42].time,actions[43].time,actions[44].time,actions[45].time,actions[46].time,actions[47].time,actions[48].time,actions[49].time,actions[50].time,actions[51].time,actions[52].time,actions[53].time,actions[54].time,actions[55].time,actions[56].time,actions[57].time,actions[58].time,actions[59].time,actions[60].time,actions[61].time,actions[0].action,actions[1].action,actions[2].action,actions[3].action,actions[4].action,actions[5].action,actions[6].action,actions[7].action,actions[8].action,actions[9].action,actions[10].action,actions[11].action,actions[12].action,actions[13].action,actions[14].action,actions[15].action,actions[16].action,actions[17].action,actions[18].action,actions[19].action,actions[20].action,actions[21].action,actions[22].action,actions[23].action,actions[24].action,actions[25].action,actions[26].action,actions[27].action,actions[28].action,actions[29].action,actions[30].action,actions[31].action,actions[32].action,actions[33].action,actions[34].action,actions[35].action,actions[36].action,actions[37].action,actions[38].action,actions[39].action,actions[40].action,actions[41].action,actions[42].action,actions[43].action,actions[44].action,actions[45].action,actions[46].action,actions[47].action,actions[48].action,actions[49].action,actions[50].action,actions[51].action,actions[52].action,actions[53].action,actions[54].action,actions[55].action,actions[56].action,actions[57].action,actions[58].action,actions[59].action,actions[60].action,actions[61].action,actions[0].location,actions[1].location,actions[2].location,actions[3].location,actions[4].location,actions[5].location,actions[6].location,actions[7].location,actions[8].location,actions[9].location,actions[10].location,actions[11].location,actions[12].location,actions[13].location,actions[14].location,actions[15].location,actions[16].location,actions[17].location,actions[18].location,actions[19].location,actions[20].location,actions[21].location,actions[22].location,actions[23].location,actions[24].location,actions[25].location,actions[26].location,actions[27].location,actions[28].location,actions[29].location,actions[30].location,actions[31].location,actions[32].location,actions[33].location,actions[34].location,actions[35].location,actions[36].location,actions[37].location,actions[38].location,actions[39].location,actions[40].location,actions[41].location,actions[42].location,actions[43].location,actions[44].location,actions[45].location,actions[46].location,actions[47].location,actions[48].location,actions[49].location,actions[50].location,actions[51].location,actions[52].location,actions[53].location,actions[54].location,actions[55].location,actions[56].location,actions[57].location,actions[58].location,actions[59].location,actions[60].location,actions[61].location,actions[0].item,actions[1].item,actions[2].item,actions[3].item,actions[4].item,actions[5].item,actions[6].item,actions[7].item,actions[8].item,actions[9].item,actions[10].item,actions[11].item,actions[12].item,actions[13].item,actions[14].item,actions[15].item,actions[16].item,actions[17].item,actions[18].item,actions[19].item,actions[20].item,actions[21].item,actions[22].item,actions[23].item,actions[24].item,actions[25].item,actions[26].item,actions[27].item,actions[28].item,actions[29].item,actions[30].item,actions[31].item,actions[32].item,actions[33].item,actions[34].item,actions[35].item,actions[36].item,actions[37].item,actions[38].item,actions[39].item,actions[40].item,actions[41].item,actions[42].item,actions[43].item,actions[44].item,actions[45].item,actions[46].item,actions[47].item,actions[48].item,actions[49].item,actions[50].item,actions[51].item,actions[52].item,actions[53].item,actions[54].item,actions[55].item,actions[56].item,actions[57].item,actions[58].item,actions[59].item,actions[60].item,actions[61].item,actions[0].phase,actions[1].phase,actions[2].phase,actions[3].phase,actions[4].phase,actions[5].phase,actions[6].phase,actions[7].phase,actions[8].phase,actions[9].phase,actions[10].phase,actions[11].phase,actions[12].phase,actions[13].phase,actions[14].phase,actions[15].phase,actions[16].phase,actions[17].phase,actions[18].phase,actions[19].phase,actions[20].phase,actions[21].phase,actions[22].phase,actions[23].phase,actions[24].phase,actions[25].phase,actions[26].phase,actions[27].phase,actions[28].phase,actions[29].phase,actions[30].phase,actions[31].phase,actions[32].phase,actions[33].phase,actions[34].phase,actions[35].phase,actions[36].phase,actions[37].phase,actions[38].phase,actions[39].phase,actions[40].phase,actions[41].phase,actions[42].phase,actions[43].phase,actions[44].phase,actions[45].phase,actions[46].phase,actions[47].phase,actions[48].phase,actions[49].phase,actions[50].phase,actions[51].phase,actions[52].phase,actions[53].phase,actions[54].phase,actions[55].phase,actions[56].phase,actions[57].phase,actions[58].phase,actions[59].phase,actions[60].phase,actions[61].phase,actions[1].level,actions[2].level,actions[3].level,actions[4].level,actions[5].level,actions[6].level,actions[9].level,actions[10].level,actions[11].level,actions[12].level,actions[15].level,actions[16].level,actions[19].level,actions[20].level,actions[22].level,actions[23].level,actions[24].level,actions[25].level,actions[26].level,actions[27].level,actions[28].level,actions[29].level,actions[30].level,actions[31].level,actions[32].level,actions[33].level,actions[7].level,actions[13].level,actions[17].level,actions[8].level,actions[14].level,actions[18].level,actions[21].level,actions[35].level,actions[37].level,actions[39].level,actions[41].level,actions[43].level,actions[45].level,actions[47].level,actions[34].level,actions[36].level,actions[38].level,actions[40].level,actions[46].level,actions[48].level,actions[49].level,actions[42].level,actions[44].level,actions[50].level,actions[51].level,actions[52].level,actions[53].level,actions[54].level,actions[55].level,actions[56].level,actions[57].level,actions[58].level,actions[59].level,actions[60].level,actions[61].level,untimed.exitAuto,untimed.buddyClimb,untimed.parkMatch,postgame.strategy[0],postgame.strategy[1],postgame.strategy[2],postgame.strategy[3],postgame.strategy[4],postgame.rating,postgame.driverSkill,postgame.speed,postgame.thoughts,__v,climb.time,climb.type,climb.fails,actions[2].branch,actions[1].branch,actions[3].branch,actions[5].branch,actions[7].branch,actions[9].branch,actions[11].branch,actions[4].branch,actions[6].branch,actions[8].branch,actions[0].branch,actions[14].branch,actions[24].branch,actions[20].branch,actions[22].branch,actions[10].branch,actions[23].branch,actions[12].branch,actions[19].branch,actions[16].branch,actions[18].branch,actions[27].branch,actions[26].branch,actions[17].branch,actions[13].branch,actions[28].branch,actions[25].branch,actions[32].branch,actions[30].branch,actions[41].branch
67cb28ae6d92b40eb6420127,2025mose,14,red,8112,jia,124,154,true,1741367242585,-1,149,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,defense,,,,,4,3,3,Kept rocking back & forth; Spent most time on opp. side. Scored coral on the blue reef? ,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2c088057e2322df95deb,2025mose,15,blue,9570,joannaho._,24,163,true,1741368064960,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,noShow,,,,,0,0,0,Didn’t show up :(,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2d0f8057e2322df95df6,2025mose,15,blue,1763,CaseMiller,90,164,false,1741368412484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,false,noShow,,,,,0,0,0,,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2d1d8057e2322df95e01,2025mose,15,red,1785,FishLord567,121,44,true,1741368412431,-1,115,102,92,82,68,60,59,55,45,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,miss,intake,miss,intake,drop,intake,miss,intake,miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,ground,coral_station_right,reef,coral_station_right,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,coral,,,,,6,4,6,,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2d5bd903a91792c46463,2025mose,15,red,4766,Jay Shipley,120,173,true,1741368412460,-1,148,115,109,105,101,98,95,91,89,74,69,63,60,59,49,40,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,score,intake,score,intake,miss,intake,miss,intake,score,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,coral,feeder,,,,7,7,7,"This robot was primarily scoring on the 3rd row, with fast speed and efficient movement.",0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2edaa41398dfd059fb60,2025mose,16,blue,5126,FishLord567,132,297,true,1741368861447,-1,146,119,109,95,85,74,55,46,45,38,20,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,miss,intake,score,intake,score,intake,score,intake,drop,intake,score,intake,miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,reef,ground,coral_station_left,reef,coral_station_left,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,algae,algae,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,4,,,,3,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,false,coral,,,,,6,7,6,,0,0,none,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
67cb2ee032e0af89422eac8e,2025mose,16,blue,1756,joannaho._,22,163,true,1741368862468,-1,140,139,131,118,117,107,101,97,89,85,78,71,63,60,58,51,48,43,42,39,38,30,26,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,miss,intake,score,intake,score,intake,score,intake,drop,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,ground,reef,reef,ground,ground,reef,ground,reef,ground,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,algae,algae,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,4,,2,3,3,2,,1,,,1,,1,,,,,,,,,2,3,1,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,false,cycle,coral,feeder,pickup,,9,8,7,,0,1.431,deep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2ee56362e1d6a3999f99,2025mose,16,blue,2996,Jay Shipley,36,296,true,1741368861738,-1,148,137,137,130,126,120,115,111,104,97,93,88,79,74,70,68,62,57,52,50,37,30,23,17,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_left,reef,coral_station_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,auto,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,,4,,3,,2,,,3,,2,,,,,,,,,4,4,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,coral,feeder,pickup,,,7,7,5,This robot uses floor coral and station coral to score on every level of the reef. ,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb2f130c4ad028b5189708,2025mose,16,red,4522,IvyWing,127,89,true,1741368861563,-1,115,104,104,97,96,86,85,82,78,74,69,67,62,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,reef,barge,reef,barge,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,reef,barge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,algae,algae,algae,algae,coral,coral,coral,coral,coral,coral,coral,coral,algae,algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,4,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,false,cycle,algae,,,,7,8,8,"Topheavy, but fast, and the algae intake system is smooth and incredibly fast",0,0.673,deep,0,0,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,
67cb30c939c3e6d52c800295,2025mose,17,blue,4187,joannaho._,22,194,true,1741369371294,-1,116,105,86,68,58,56,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,intake,score,intake,score,intake,score,miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,ground,processor,ground,processor,ground,processor,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,algae,algae,algae,algae,algae,algae,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,algae,pickup,,,,3,4,2,,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb30ce2c9a7d8dbbf85d41,2025mose,17,red,167,CaseMiller,127,68,true,1741369364888,-1,149,145,142,131,128,124,121,119,107,103,94,92,89,88,79,78,72,71,65,63,53,42,35,28,22,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,score,intake,miss,intake,score,intake,score,intake,score,intake,score,intake,score,intake,miss,intake,score,intake,score,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_left,reef,coral_station_left,reef,coral_station_right,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,auto,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,,3,,4,,2,,,4,,2,,4,,,,,,,4,3,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,false,coral,feeder,,,,9,8,9,,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb30de1eff4f4dfe133c47,2025mose,17,blue,2357,FishLord567,13,175,true,1741369364513,-1,147,128,122,113,104,87,79,58,52,40,30,27,23,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,miss,intake,score,intake,score,intake,score,intake,score,intake,score,intake,drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,,2,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,coral,feeder,,,,7,6,7,Wire guard was swinging al over the place near the end,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb30e01eff4f4dfe133c53,2025mose,17,red,1997,Jay Shipley,9,39,true,1741369364813,-1,144,102,98,89,71,66,55,39,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,score,intake,score,intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,reef,coral_station_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,auto,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,3,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,true,coral,feeder,,,,7,5,9,"This robot is able to score only coral, but it can score on every level. Overall a well rounded robot.",0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb335fea7954bdb35aea2d,2025mose,18,blue,1723,CaseMiller,43,286,true,1741370038078,-1,117,95,79,77,62,50,39,23,18,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,miss,intake,score,intake,score,intake,score,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,coral_station_left,reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,false,coral,feeder,,,,4,6,6,,0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb33794260ea41d24dac47,2025mose,18,red,5576,Jay Shipley,140,53,true,1741370037924,-1,123,80,79,64,63,55,44,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,score,intake,score,intake,score,intake,drop,intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,reef,coral_station_left,reef,coral_station_left,reef,coral_station_right,ground,coral_station_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,coral,coral,coral,coral,coral,coral,coral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,coral,feeder,,,,4,3,2,"This robot was rather slow throughout the match, only being able to score a few coral.",0,0,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67cb33794260ea41d24dac51,2025mose,18,blue,8825,FishLord567,18,174,true,1741370037164,-1,130,99,98,92,90,77,74,66,65,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intake,drop,intake,score,intake,score,intake,score,intake,drop,intake,score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preload,ground,reef,barge,reef,barge,reef,barge,reef,ground,reef,barge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coral,coral,algae,algae,algae,algae,algae,algae,algae,algae,algae,algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pregame,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,teleOp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,true,algae,pickup,,,,7,6,6,Not the best at floor pickup,0,0,none,0,1,,,,,,,0,4,3,,,,,,2,,,,,,,,,,,,,,
